time,avg_speed,max_speed,min_speed,time_fast,time_slow,percent_fast,percent_slow,stops,percent_stop,avg_acc,max_acc,min_acc,avg_dec,max_dec,min_dec
426,15.575,27.693,0,193,90,0.45305,0.21127,48,0.11268,0.19534,1.8602,0,0.24161,2.2,0
344,11.964,32.958,0,65,96,0.18895,0.27907,65,0.18895,0.21306,3.48,0,0.25681,4.6321,0
755,3.9707,15.094,0,0,466,0,0.61722,218,0.28874,0.23363,4.0386,0,0.23353,2.6569,0
565,11.222,26.509,0,99,126,0.17522,0.22301,90,0.15929,0.25946,3.6521,0,0.27108,2.8787,0
341,0.3271,2.3087,0,0,341,0,1,272,0.79765,0.084964,1.1543,0,0.089111,0.80156,0
1096,7.0177,18.388,0,0,357,0,0.32573,169,0.1542,0.25286,3.9056,0,0.26942,2.8344,0
577,2.6549,17.148,0,0,419,0,0.72617,232,0.40208,0.22283,3.7842,0,0.22443,2.8974,0
713,11.023,28.122,0,116,239,0.16269,0.3352,141,0.19776,0.23737,3.0229,0,0.24746,4.6825,0
325,2.8182,17.424,0,0,239,0,0.73538,163,0.50154,0.23538,13.72,0,0.22136,2.3437,0
376,13.211,25.598,0,99,70,0.2633,0.18617,58,0.15426,0.13972,1.7822,0,0.18594,2.7763,0
632,10.16,26.988,0,86,201,0.13608,0.31804,126,0.19937,0.22686,1.9184,0,0.22686,2.3997,0
1220,13.178,3664.8,0,272,534,0.22295,0.4377,421,0.34508,1.6789,1823.3,0,1.682,1832.4,0
876,8.167,27.102,0,97,373,0.11073,0.4258,276,0.31507,0.22859,2.9964,0,0.22859,7.2584,0
496,15.855,25.683,0,150,39,0.30242,0.078629,18,0.03629,0.36484,3.3669,0,0.36621,4.235,0
299,4.7297,14.44,0,0,150,0,0.50167,68,0.22742,0.24491,2.3728,0,0.25031,2.3554,0
579,11.638,27.735,0,96,128,0.1658,0.22107,80,0.13817,0.22975,2.9304,0,0.244,5.2326,0
888,4.7025,24.303,0,45,585,0.050676,0.65878,493,0.55518,0.16592,3.4782,0,0.16622,3.0498,0
1276,3.4953,20.718,0,10,871,0.007837,0.6826,567,0.44436,0.1737,3.3174,0,0.18979,3.1249,0
409,0.93227,15.286,0,0,381,0,0.93154,330,0.80685,0.096099,2.6074,0,0.096328,2.4654,0
755,6.3383,25.16,0,106,467,0.1404,0.61854,437,0.57881,0.11632,1.8906,0,0.12537,3.5832,0
1457,5.0042,27.383,0,109,970,0.074811,0.66575,795,0.54564,0.16109,4.858,0,0.16214,3.1444,0
201,9.8176,21.788,0,28,77,0.1393,0.38308,46,0.22886,0.27253,3.7418,0,0.27387,2.6307,0
926,8.6608,50.761,0,73,306,0.078834,0.33045,145,0.15659,0.27764,12.353,0,0.27874,14.051,0
1524,14.348,29.904,0,239,133,0.15682,0.08727,21,0.01378,0.24335,4.7423,0,0.26297,11.648,0
673,0.034549,1.1402,0,0,673,0,1,660,0.98068,0.015521,0.57009,0,0.015521,0.57009,0
1311,6.9759,21.663,0,1,477,0.00076278,0.36384,338,0.25782,0.2177,4.0921,0,0.21854,4.9654,0
326,10.773,22.178,0,20,68,0.06135,0.20859,31,0.095092,0.28626,2.5955,0,0.31386,14.674,0
518,6.4319,25.016,0,13,225,0.025097,0.43436,152,0.29344,0.26702,2.4101,0,0.2756,3.1141,0
708,10.365,26.47,0,96,191,0.13559,0.26977,146,0.20621,0.20135,3.2906,0,0.20623,2.9301,0
789,8.0639,24.084,0,86,319,0.109,0.40431,237,0.30038,0.22551,7.8481,0,0.22843,5.7515,0
505,13.174,27.873,0,94,87,0.18614,0.17228,32,0.063366,0.25375,2.7675,0,0.25494,3.0509,0
1314,14.043,27.995,0,234,163,0.17808,0.12405,96,0.073059,0.27558,5.2146,0,0.27649,4.4943,0
1218,8.9486,28.541,0,204,542,0.16749,0.44499,357,0.2931,0.22889,4.6993,0,0.23385,4.4003,0
1527,6.6507,22.874,0,88,790,0.057629,0.51735,605,0.3962,0.16036,3.0834,0,0.17101,2.6867,0
1084,15.327,27.969,0,353,182,0.32565,0.1679,106,0.097786,0.22513,2.466,0,0.22711,4.6083,0
408,0.088078,1.2042,0,0,408,0,1,381,0.93382,0.037403,0.57009,0,0.037403,0.60208,0
337,7.9546,18.948,0,0,100,0,0.29674,55,0.1632,0.25819,2.3959,0,0.30536,2.748,0
757,9.2757,36.67,0,53,225,0.070013,0.29723,119,0.1572,0.20901,14.126,0,0.2218,13.684,0
595,10.167,27.557,0,99,204,0.16639,0.34286,80,0.13445,0.21375,2.1879,0,0.21416,3.3723,0
776,9.7324,26.532,0,94,251,0.12113,0.32345,102,0.13144,0.2253,3.1628,0,0.22606,2.9477,0
220,2.5137,13.949,0,0,157,0,0.71364,101,0.45909,0.18465,4.2911,0,0.18465,3.6235,0
883,8.3831,28.441,0,76,368,0.08607,0.41676,268,0.30351,0.21687,2.8076,0,0.21687,3.3716,0
843,6.6828,23.544,0,106,473,0.12574,0.56109,372,0.44128,0.15121,2.4017,0,0.15146,2.4375,0
996,12.197,30.446,0,198,282,0.1988,0.28313,166,0.16667,0.24915,2.4211,0,0.25631,3.1852,0
440,7.9609,19.812,0,0,178,0,0.40455,138,0.31364,0.2611,2.9575,0,0.28684,6.6198,0
750,10.285,33.791,0,94,203,0.12533,0.27067,114,0.152,0.27947,13.644,0,0.28284,14.092,0
1590,1.6819,14.635,0,0,1313,0,0.82579,1205,0.75786,0.08141,1.8943,0,0.081028,2.5761,0
881,8.0577,24.026,0,64,333,0.072645,0.37798,197,0.22361,0.23496,3.1442,0,0.2373,5.6754,0
769,6.7586,18.142,0,0,320,0,0.41612,267,0.3472,0.16638,2.8041,0,0.18972,15.331,0
805,8.4892,135.29,0,83,293,0.10311,0.36398,204,0.25342,0.33164,57.458,0,0.3553,57.043,0
585,6.2362,14.674,0,0,215,0,0.36752,116,0.19829,0.2525,2.4735,0,0.25793,5.7201,0
1273,12.441,29.316,0,149,199,0.11705,0.15632,126,0.098979,0.23731,4.1761,0,0.24192,3.846,0
889,0.078056,2.2361,0,0,889,0,1,850,0.95613,0.030771,1.118,0,0.030771,0.60208,0
599,11.079,463.89,0,105,196,0.17529,0.32721,115,0.19199,0.6502,223.49,0,0.67903,217.44,0
171,2.966,13.6,0,0,116,0,0.67836,84,0.49123,0.25906,2.3678,0,0.25864,2.8289,0
946,9.6839,19.48,0,0,297,0,0.31395,180,0.19027,0.20648,2.3465,0,0.21006,3.9201,0
735,9.3839,24.333,0,76,225,0.1034,0.30612,149,0.20272,0.20472,2.4009,0,0.21502,2.2655,0
500,6.6105,21.303,0,3,183,0.006,0.366,93,0.186,0.26033,2.7749,0,0.26145,2.5633,0
415,11.575,37.04,0,92,132,0.22169,0.31807,99,0.23855,0.17756,4.6874,0,0.22879,5.5622,0
264,4.2086,15.143,0,0,149,0,0.56439,75,0.28409,0.21041,2.0922,0,0.22909,2.1692,0
1477,10.12,25.2,0,139,238,0.09411,0.16114,137,0.092756,0.21918,3.5355,0,0.23066,3.5002,0
775,9.2408,20.739,0,7,260,0.0090323,0.33548,187,0.24129,0.25742,2.8755,0,0.25945,3.4494,0
506,13.179,26.358,0,84,72,0.16601,0.14229,38,0.075099,0.23405,2.3121,0,0.23955,2.2506,0
1144,11.331,26.977,0,164,305,0.14336,0.26661,163,0.14248,0.23741,2.6594,0,0.24441,3.0912,0
514,6.7774,22.314,0,53,285,0.10311,0.55447,219,0.42607,0.18843,1.9421,0,0.19166,2.8898,0
1118,5.7464,28.082,0,101,701,0.09034,0.62701,530,0.47406,0.1557,2.9312,0,0.15735,3.4396,0
1098,15.86,60.28,0,13,73,0.01184,0.066485,70,0.063752,0.12683,20.772,0,0.13783,20.123,0
938,11.036,27.762,0,192,302,0.20469,0.32196,221,0.23561,0.19071,2.4614,0,0.19263,2.1469,0
181,2.7271,14.073,0,0,131,0,0.72376,95,0.52486,0.2371,3.0376,0,0.23896,3.4128,0
415,14.988,25.4,0,100,45,0.24096,0.10843,25,0.060241,0.36081,2.999,0,0.39958,5.2924,0
577,1.0068,16.95,0,0,519,0,0.89948,473,0.81976,0.076166,2.1816,0,0.094581,1.9436,0
716,9.5802,27.019,0,93,216,0.12989,0.30168,132,0.18436,0.23658,2.3323,0,0.24191,3.0171,0
1192,0.26689,2.3087,0,0,1192,0,1,962,0.80705,0.084134,1.1543,0,0.085364,1.1068,0
1166,13.8,26.727,0,329,208,0.28216,0.17839,90,0.077187,0.22479,2.2125,0,0.23277,3.866,0
1331,5.0311,26.329,0,100,874,0.075131,0.65665,711,0.53418,0.13263,2.528,0,0.14388,3.0726,0
1279,0.087504,3.4785,0,0,1279,0,1,1213,0.9484,0.034718,1.7393,0,0.034679,1.6893,0
387,3.6377,19.593,0,0,294,0,0.75969,185,0.47804,0.15671,1.5527,0,0.15805,3.0967,0
408,2.4313,16.95,0,0,320,0,0.78431,211,0.51716,0.18842,2.8105,0,0.20551,2.835,0
853,7.0425,27.645,0,101,472,0.11841,0.55334,383,0.449,0.16961,2.8552,0,0.16961,3.3801,0
1765,7.1025,27.435,0,69,825,0.039093,0.46742,569,0.32238,0.24055,3.1074,0,0.24161,3.2247,0
1092,4.6554,24.733,0,43,694,0.039377,0.63553,543,0.49725,0.21699,3.2245,0,0.23012,19.886,0
841,3.9019,15.896,0,0,475,0,0.5648,189,0.22473,0.2119,1.8112,0,0.21379,2.6199,0
557,11.093,26.66,0,92,141,0.16517,0.25314,91,0.16338,0.22356,2.2556,0,0.24534,2.9001,0
846,3.1913,16.425,0,0,570,0,0.67376,296,0.34988,0.22632,4.0831,0,0.24532,4.0497,0
723,9.2845,22.726,0,74,256,0.10235,0.35408,189,0.26141,0.20561,2.3657,0,0.2083,3.5853,0
227,4.7854,13.607,0,0,116,0,0.51101,84,0.37004,0.14529,1.5457,0,0.16941,1.9574,0
837,11.327,28.829,0,194,295,0.23178,0.35245,253,0.30227,0.17142,2.5914,0,0.19159,5.8412,0
1188,4.7753,22.589,0,13,745,0.010943,0.6271,371,0.31229,0.22518,4.6623,0,0.22888,2.9888,0
687,6.3052,15.902,0,0,296,0,0.43086,122,0.17758,0.28522,3.2322,0,0.28532,5.1253,0
699,7.6063,25.103,0,42,292,0.060086,0.41774,187,0.26753,0.25679,2.64,0,0.25707,3.2475,0
715,9.4175,27.041,0,87,240,0.12168,0.33566,151,0.21119,0.22339,3.0056,0,0.22372,3.4955,0
185,6.257,14.807,0,0,69,0,0.37297,46,0.24865,0.23386,2.1175,0,0.3142,2.4234,0
405,11.667,27.526,0,80,107,0.19753,0.2642,61,0.15062,0.21491,1.8371,0,0.21867,3.2088,0
834,10.54,26.339,0,125,263,0.14988,0.31535,207,0.2482,0.20772,2.6176,0,0.20876,3.6063,0
344,2.6815,15.971,0,0,254,0,0.73837,197,0.57267,0.18712,2.4861,0,0.19197,2.2149,0
932,0.18122,1.2207,0,0,932,0,1,830,0.89056,0.056194,0.61033,0,0.056422,0.61033,0
594,9.3414,28.024,0,96,245,0.16162,0.41246,88,0.14815,0.20509,5.8558,0,0.23627,4.2171,0
338,14.01,23.975,0,25,35,0.073964,0.10355,18,0.053254,0.19676,6.6619,0,0.22353,3.9088,0
496,5.3849,21.1,0,7,277,0.014113,0.55847,235,0.47379,0.2354,2.3527,0,0.25226,13.636,0
494,3.0638,18.645,0,0,305,0,0.61741,182,0.36842,0.22987,4.7977,0,0.24181,4.4191,0
838,7.6086,33.2,0,100,391,0.11933,0.46659,281,0.33532,0.19706,9.1965,0,0.20432,8.14,0
179,2.9316,11.017,0,0,117,0,0.65363,102,0.56983,0.10976,1.5791,0,0.13889,2.321,0
542,12.359,23.296,0,64,119,0.11808,0.21956,92,0.16974,0.1927,2.4899,0,0.20505,2.7125,0
336,8.552,14.837,0,0,45,0,0.13393,23,0.068452,0.23093,1.7055,0,0.25403,2.2997,0
581,15.832,27.818,0,147,65,0.25301,0.11188,48,0.082616,0.2154,2.3822,0,0.22897,2.0973,0
815,6.3081,26.541,0,47,348,0.057669,0.42699,128,0.15706,0.27214,2.5265,0,0.27477,3.0234,0
586,11.126,28.086,0,96,138,0.16382,0.23549,72,0.12287,0.22007,2.6273,0,0.22307,2.8018,0
615,9.9084,25.239,0,92,190,0.14959,0.30894,111,0.18049,0.22115,2.4949,0,0.22107,2.396,0
362,2.5482,14.004,0,0,262,0,0.72376,179,0.49448,0.16231,1.7482,0,0.17419,1.7765,0
1745,12.631,24.725,0,199,210,0.11404,0.12034,137,0.07851,0.22503,3.3217,0,0.22569,3.881,0
1281,20.388,34.703,0,740,98,0.57767,0.076503,53,0.041374,0.19795,2.7288,0,0.21104,2.9822,0
762,0.8089,3.956,0,0,762,0,1,305,0.40026,0.13692,1.7147,0,0.13654,1.2728,0
241,2.8683,14.431,0,0,163,0,0.67635,110,0.45643,0.19852,2.202,0,0.22738,1.6881,0
1457,21.182,32.224,0,888,43,0.60947,0.029513,16,0.010981,0.1852,2.3288,0,0.19198,3.8013,0
406,13.574,27.28,0,92,82,0.2266,0.20197,56,0.13793,0.22859,3.6206,0,0.23571,2.7549,0
594,10.291,26.471,0,69,171,0.11616,0.28788,118,0.19865,0.19075,2.3049,0,0.19816,2.8653,0
849,9.662,27.735,0,191,404,0.22497,0.47585,307,0.3616,0.31001,2.9567,0,0.32752,5.9612,0
1646,13.413,26.821,0,120,172,0.072904,0.1045,90,0.054678,0.23563,5.2695,0,0.24723,3.5583,0
664,14.756,27.086,0,173,97,0.26054,0.14608,17,0.025602,0.20684,3.2255,0,0.24662,5.0359,0
184,2.9178,15.647,0,0,128,0,0.69565,98,0.53261,0.2091,2.5272,0,0.20948,2.1207,0
610,1.9832,11.5,0,0,498,0,0.81639,242,0.39672,0.19398,2.2809,0,0.19598,2.5577,0
1784,6.902,22.602,0,53,841,0.029709,0.47141,503,0.28195,0.20144,3.3037,0,0.2085,3.945,0
360,6.5916,14.921,0,0,132,0,0.36667,95,0.26389,0.20513,2.4584,0,0.21487,2.2418,0
459,11.479,25.64,0,99,137,0.21569,0.29847,97,0.21133,0.18135,2.137,0,0.23153,4.1089,0
1220,7.8684,28.398,0,196,680,0.16066,0.55738,615,0.5041,0.13328,3.2557,0,0.1332,2.5678,0
338,5.421,17.34,0,0,184,0,0.54438,91,0.26923,0.1814,1.7501,0,0.22935,2.6575,0
774,2.0025,12.567,0,0,592,0,0.76486,466,0.60207,0.13263,2.2391,0,0.13699,2.5414,0
206,5.7451,14.865,0,0,95,0,0.46117,59,0.28641,0.28437,2.161,0,0.30402,2.3245,0
825,6.3943,23.895,0,94,493,0.11394,0.59758,434,0.52606,0.12191,2.1983,0,0.13336,3.1583,0
490,11.419,25.552,0,96,117,0.19592,0.23878,57,0.11633,0.21049,2.5647,0,0.2487,2.1798,0
242,1.9659,14.327,0,0,196,0,0.80992,151,0.62397,0.16113,2.3727,0,0.16205,2.7438,0
605,11.183,28.651,0,96,80,0.15868,0.13223,54,0.089256,0.25552,3.5362,0,0.26382,4.9187,0
693,6.9061,14.997,0,0,242,0,0.34921,93,0.1342,0.1619,2.8661,0,0.16373,1.8336,0
1666,6.8075,26.66,0,113,880,0.067827,0.52821,648,0.38896,0.18774,2.9111,0,0.19563,3.6965,0
577,10.332,28.522,0,96,171,0.16638,0.29636,110,0.19064,0.20691,4.7772,0,0.23597,4.3857,0
252,16.845,28.784,0,93,34,0.36905,0.13492,23,0.09127,0.25147,2.2408,0,0.25802,2.754,0
541,3.8376,15.038,0,0,314,0,0.58041,126,0.2329,0.26075,2.5279,0,0.26971,3.5321,0
606,10.555,282.71,0,82,240,0.13531,0.39604,134,0.22112,1.0082,130.73,0,1.0423,133.07,0
1287,9.5859,27.085,0,175,425,0.13598,0.33023,193,0.14996,0.27261,5.0232,0,0.28752,26.321,0
244,4.2101,13.065,0,0,138,0,0.56557,94,0.38525,0.12925,1.6557,0,0.15438,1.5914,0
1103,8.6801,27.235,0,66,458,0.059837,0.41523,364,0.33001,0.20364,1.9115,0,0.22508,3.2632,0
582,3.1995,20.205,0,1,414,0.0017182,0.71134,358,0.61512,0.11557,1.9327,0,0.15034,2.5366,0
675,11.231,27.191,0,91,144,0.13481,0.21333,94,0.13926,0.23296,2.1094,0,0.23319,2.7606,0
1301,9.4177,984.89,0,201,614,0.1545,0.47194,459,0.35281,0.57753,492.45,0,0.58458,488.75,0
796,12.284,26.177,0,129,166,0.16206,0.20854,98,0.12312,0.19231,1.8727,0,0.19503,2.2627,0
1226,5.4606,26.669,0,44,719,0.035889,0.58646,588,0.47961,0.17334,2.2924,0,0.17357,3.2041,0
612,4.7048,16.574,0,0,343,0,0.56046,209,0.3415,0.18739,1.9379,0,0.19557,2.4197,0
